id	name	name_en	name_zh-CN	name_zh-TW	fullname	fullname_en	fullname_zh-CN	fullname_zh-TW	another_name	another_name_en	another_name_zh-CN	another_name_zh-TW	description	description_en	description_zh-CN	description_zh-TW	acquisition_text	acquisition_text_en	acquisition_text_zh-CN	acquisition_text_zh-TW
43207	ヴァレリア	Valeria	瓦莱莉娅	瓦萊莉婭	ヴァレリア	Valeria	瓦莱莉娅	瓦萊莉婭	【Dark Warrior】	Dark Warrior	【Dark Warrior】	【Dark Warrior】	黒を纏った美しき戦士。\n自分が何者なのかを知るために、そしてレスナの夢を手助けするために、彼女は剣を振るう。\n黒を基調としたこの衣装は、おそらくクリセルダの趣味によるものだろうと本人は推測している。	A beautiful warrior dressed in black. She wields her blade to uncover the truth about who she really is and to support Resna's dream. She suspects that the outfit is black only because of Criselda's personal taste.	身披黑色衣装的美丽战士。\n她挥剑是为了知道自己究竟是谁，为了成就蕾斯娜的梦想。\n据她本人猜测，这套以黑色为基调的服饰恐怕是根据克莉赛尔达的喜好制作而成的。	一身黑衣的美麗戰士。\n她為了弄清自己的身分，也為了協助蕾斯娜的夢想，而揮舞手中的劍。\n據她本人推測，這套以黑色為基調的服裝，應該是基於克莉賽爾達的喜好而設計的。	もう、迷ったりなんかしない。\n信じてくれる仲間のため、私は戦う！	I won't hesitate anymore. I'll fight for everyone who believes in me!	我不会再迷茫。\n我要为信任我的伙伴而战！	我不會再迷惘了，\n為了信賴我的夥伴，我要戰鬥！
43301	ロマン	Roman	罗曼	羅曼	ロマン・カルマン	Roman Kalman	罗曼·卡尔曼	羅曼‧卡爾曼	【Romance Hearts】	Romance Hearts	【Romance Hearts】	【Romance Hearts】	レスナが王都で出会った、自称「男前な冒険者」。 \n錬金術を復興したいという野望を持ち、同じ目標を持つレスナを「同志」と呼び慕う。 \n陽気なお調子者だが、冒険者としての腕は確かで、どんなことも器用にこなす。	"A self-proclaimed handsome adventurer that Resna met in the royal capital. With a dream of restoring alchemy to its former glory, he warmly refers to Resna, who shares his vision, as his ""kindred spirit."" His buoyant spirit masks a competent adventurer who is adept at handling whatever comes his way."	蕾斯娜在王都遇到的人物，自称“帅气的冒险者”。\n心怀复兴炼金术的雄心壮志，亲切地称呼拥有同一目标的蕾斯娜为“同志”。\n性格开朗、稍欠稳重，但身为冒险者的能力不容小觑，没有他不会做的事。	蕾斯娜在王都遇到，自稱為「帥氣冒險者」。 \n懷抱著想復興鍊金術的野心，將擁有相同目標的蕾斯娜親暱地稱呼為「同伴」。 \n性格爽朗又吊兒郎當，不過身為冒險者的本領卻相當不凡，無論什麼事都能靈活應對。	さあ、同志よ！　私とともに\n夢に向かって邁進しようじゃないか！	Come, kindred spirit! We shall charge\ntoward our dreams together!	我的同志啊！\n与我一同朝着梦想迈进吧！	來吧，我的同伴！\n和我一起向夢想邁進吧！
43302	ロマン	Roman	罗曼	羅曼	ロマン・カルマン	Roman Kalman	罗曼·卡尔曼	羅曼‧卡爾曼	【Secret Fellow】	Secret Fellow	【Secret Fellow】	【Secret Fellow】	お茶目で親しみやすい青年。\nレスナと共に錬金術の復興を目指す同志。\n身分を隠して行動するのは得意と豪語し、月影の会への潜入に自ら立候補した。\n「こういう服も似合うだろう？　男前は何を着ても映えるからね」と周りに言って回っているが、いまだ誰の賛同も得られていない。	"A playful and kind young man. He is a kindred spirit to Resna and aims to revive alchemy alongside her. He claims to be skilled at hiding his identity and volunteered to infiltrate the Moonlight Society. He often tells others, ""This outfit also suits me, don't you think? A handsome man looks good in anything,"" but no one has agreed with him just yet."	性格顽皮、为人亲切的青年。\n和蕾斯娜一样心怀振兴炼金术的志向。\n号称擅长隐藏身份行动，自告奋勇参与潜入月影会的行动。\n他向身边的每一个人自夸“这类装束也很适合我吧？人长得帅气果然穿什么都好看”，但还没有得到任何赞同。	頑皮好相處的青年。\n與蕾斯娜是一同以復興鍊金術為目標的同伴。\n他曾誇口說自己擅長隱藏身分行動，還自告奮勇要潛入月影會。\n雖然到處跟身邊的人說「這種衣服也很適合我吧？畢竟男子漢穿什麼都好看啊！」，但至今沒有獲得任何人的贊同。	目的遂行のためなら、闇にも紛れよう。\nそれが私のやり方だ	I'll even go under the cover of darkness if it means achieving my goal. That's just the way I do it.	若是为了达成目的，我愿匿迹于黑暗。\n这就是我的作风。	既然是為了達成目的，我就潛入黑暗之中吧。\n這就是我的作風。
43303	ロマン	Roman	罗曼	羅曼	ロマン・カルマン	Roman Kalman	罗曼·卡尔曼	羅曼‧卡爾曼	【Reassuring Shielder】	Reassuring Shielder	【Reassuring Shielder】	【Reassuring Shielder】	気安い雰囲気をまとう陽気な青年。\nレスナと同じく、錬金術の復興を目指している。\n錬金党との決着に向けて作られたこの衣装は、騎士の鎧を参考にしており、高い防御力と機能性を誇る。\nお調子者な面もあるが、大抵のことは器用にこなすため、戦闘においてとても頼れる存在である。	A cheerful young prince with a laid-back demeanor. Like Resna, he seeks to revive alchemy. This outfit, created for the final battle against the Polar Night Alchemists, is modeled after a knight's armor, providing both high defense and functionality. Though he can be a bit of a joker, he's highly capable and a reliable ally in battle.	平易近人、阳光开朗的青年。\n与蕾斯娜一样，胸怀复兴炼金术的目标。\n这身服装面向与炼金党的决战而制成，参考了骑士的铠甲，具有极高的防御力和功能性。\n他有些不太稳重，但是大多数事情都能得心应手地完成，在战场上也值得信赖。	渾身散發隨興氣質的爽朗青年。\n與蕾斯娜一樣打算復興鍊金術。\n身上這件為了與鍊金黨做個了斷而製成的服裝，在設計上參考了騎士鎧甲，以高防禦力與實用性著稱。\n儘管他有著吊兒郎當的一面，但大部分的事情都能機靈地解決，在戰鬥時是極為可靠的存在。	民の平穏を守るため――\nこの身をかけて戦うと誓う！	To protect the peace of my people—I swear to fight with all my strength!	为了守护民众的安宁——\n誓将舍身而战！	為了守護人民的和平──\n在此起誓，我必捨身奮戰！
43401	ユナ	Juna	尤娜	尤娜	ユナ・ヴァイツ	Juna Waitz	尤娜·维茨	尤娜‧維茨	【White Royal Guard】	White Royal Guard	【White Royal Guard】	【White Royal Guard】	王国騎士の中でも王族の護衛や危険な魔物の排除等、重要な役割を担う「白夜の騎士」の一人。\n「竜狩り」をした者としてランターナでは有名で、彼女を題材にした冒険譚が出ているほど。\n凛々しく口数は少なめだが、心根は優しく民想い。	One of the Knights of the Midnight Sun, a subset of the Royal Knights entrusted with critical duties such as guarding the royal family and eliminating dangerous monsters.\nRenowned in Lantarna as the Dragon Slayer, her adventures have become something of a legend.\nShe presents a stoic front, speaking little, but she is a compassionate soul dedicated to the cause of the people.	在王国骑士中承担重责大任的“白夜骑士”之一，\n负责守护王族、讨伐危险魔物等工作。\n作为“屠龙者”名扬兰塔纳，甚至有以她为原型的冒险故事。\n英姿飒爽，不太爱说话，但性格温柔，很为民众着想。	隸屬於「白夜騎士」，他們在王國騎士中屬於職責相當重大的一群，負責護衛王族及清除危險魔物等等。\n她在蘭塔納是名聲響亮的「獵龍者」，\n甚至還有以她為題材的冒險故事。\n雖然英氣凜然又沉默寡言，但內心很溫柔，十分關懷人民。	ランターナ王国騎士ユナ・ヴァイツ。 \nこの純白の鎧が、お前を護ろう	I am Juna Waitz, a knight of the Kingdom of Lantarna.\nAllow my pure white armor to be your shield.	我是兰塔纳王国骑士尤娜·维茨。\n这身纯白铠甲将守护你的安全。	我是蘭塔納王國騎士尤娜‧維茨。\n這身純白鎧甲，將成為保護你的力量。
43402	ユナ	Juna	尤娜	尤娜	ユナ・ヴァイツ	Juna Waitz	尤娜·维茨	尤娜‧維茨	【Valkyrie in the Sky】	Valkyrie in the Sky	【Valkyrie in the Sky】	【Valkyrie in the Sky】	王国騎士の中でも精鋭だけが選ばれる「白夜の騎士」の一人。\n竜を退治した英雄として、ランターナ中にその名が知れ渡っている。実はかわいいもの好きで、小動物を見つけると抱きしめたくなるほど。しかし皆の理想の騎士像を守るため、その一面を表に出せないでいる。	One of the elite Knights of the Midnight Sun, chosen from the best knights in the kingdom. She is known throughout Lantarna as a dragon-slaying hero. Despite her reputation, however, she has a soft spot for cute things and loves to cuddle small animals, though she hides this side of herself to maintain her idealized image as a knight.	王国骑士中的精英——“白夜骑士”的一员。\n是兰塔纳家喻户晓的屠龙英雄。其实很喜欢可爱的事物，看到小动物就想抱紧它们。但为了不破坏大家心目中的骑士形象，不会显露出这一面。	在王國騎士中只有精兵才會被選為「白夜騎士」，而她是其中一人。\n在蘭塔納是赫赫有名的屠龍英雄。其實很喜歡可愛的事物，一發現小動物就想緊緊抱住。但是，為了維持大家心中理想的騎士形象，始終隱藏著這一面。	纏う鎧は違えど、私の信念は変わらない。\n我が忠誠はランターナ王国に！	Though my armor may have changed, my conviction remains steadfast. My loyalty is to the Kingdom of Lantarna!	虽然身穿别样的铠甲，但我的信念不曾改变。\n向兰塔纳王国献上我的忠诚！	即使身披的鎧甲不同，我的信念依舊不變。\n我的忠誠屬於蘭塔納王國！
43403	ユナ				ユナ・ヴァイツ				【Starry Beauty】				王国騎士の精鋭、「白夜の騎士」の一人。\n王国主催のパーティーに出席するため、普段の白い鎧を脱ぎ去り、真っ赤なドレスに身を包んだ。不測の事態に対応できるよう、動きやすさも兼ね備えた装いとなっている。\nその優美なドレス姿を目にした者は、誰もが白夜の騎士ユナの新たな魅力に気付かされたという。				さあ、パーティーの時間だ。\n……たまには、手を引かれるのも悪くないか			
43501	ハイディ	Heidi	海蒂	海蒂	ハイディ	Heidi	海蒂	海蒂	【Thief of Rose】	Thief of Rose	【Thief of Rose】	【Thief of Rose】	やり手の斥候。\n持前の気さくさと器用さを活かし、ヴァレリアを支えている。\n口が上手いが故に言動が軽く見えるが、ヴァレリアやフロッケたちのことは家族のように思っており、彼女たちの決めた道ならばと考えて頂獣討伐に参戦する。	A skilled scout, she uses her natural charm and dexterity to support Valeria. She is a smooth talker, which sometimes makes her seem a bit flippant, but she truly sees Valeria and Flocke as family. Guided by her belief in the path they have chosen, she eagerly joins their quest to take down the Apexi.	身手矫健的侦察兵。\n时时运用自己性格爽朗、行事机敏的特性从旁支援着瓦莱莉娅。\n因为过于巧舌如簧而显得不够稳重。对她来说，瓦莱莉娅和芙洛可亲如家人，因此她决定接受她们的选择，并与她们一同加入讨伐顶兽之战。	幹練的斥候。\n運用與生俱來的爽朗個性與靈活性支持著瓦萊莉婭。\n由於能言善道的關係，言行看起來有些輕浮，但一直將瓦萊莉婭和芙洛可視為家人，認為她們若是下定決心討伐頂獸，自己也要參與戰鬥。	頼まれたからには、全力で戦うよ。\n――冒険者ハイディ、一世一代の大仕事だ！	I was asked to help, so you can bet I'll give it my all! Adventurer Heidi, ready for the biggest job of my life!	既然有人需要我，我就会不遗余力地战斗。\n这是冒险者海蒂这辈子最重大的工作！	既然受人所託，我就會全力應戰。\n──這是冒險者海蒂一生難得一次的重大任務！
43502	ハイディ	Heidi	海蒂	海蒂	ハイディ	Heidi	海蒂	海蒂	【Merciful Bride】	Merciful Bride	【Merciful Bride】	【Merciful Bride】	口上手のお調子者。 \n希少な素材である「竜の鱗」を手に入れての一攫千金を狙い、竜退治に参加。 \n要領が良く、情報収集も花嫁役も器用にこなす。 \nただ、この格好に慣れるのには時間がかかったようで、照れくさがる様子をヴァレリアやランツェから散々からかわれた。	An enthusiastic and witty character, she joined the dragon-slaying mission in hopes of striking it rich by acquiring rare dragon scales. Resourceful and adept, she gathers information while also playing the role of the bride. However, she was initially embarrassed by the outfit and was constantly teased by Valeria and Lanze, so it took her a while to get used to it.	伶牙俐齿，行事轻率。\n为了得到稀有素材“龙鳞”而参加屠龙行动，妄想一夜暴富。\n做事得要领，无论是收集情报还是当新娘都能顺利完成。\n不过，她花了好一阵才习惯这身衣服，害羞的样子还遭到了瓦莱莉娅和兰泽等人打趣。	能言善辯、舉止輕率。\n為了獲得稀有素材「龍鱗」一夜致富而協助屠龍。\n精明能幹，無論是蒐集情報還是扮演新娘都能靈活應對。\n不過，似乎花了一段時間才適應這身裝扮，尷尬害羞的模樣經常遭到瓦萊莉婭和藍澤捉弄。	病めるときも、貧しきときも――\n楽しく生きていけたら、それでいいじゃん？	For richer, for poorer, in sickness and in health—eh, I think we just need to live life to the fullest!	无论贫穷富贵，无论罹病康健——\n只要活得潇洒自在不就好了？	無論患病或貧困──\n只要能夠活得開心，這樣不就好了嗎？
43503	ハイディ	Heidi	海蒂	海蒂	ハイディ	Heidi	海蒂	海蒂	【Lucky Buddy】	Lucky Buddy	【Lucky Buddy】	【Lucky Buddy】	ヴァレリアのお調子者な相棒。\n色んなものから逃げて王都にたどり着き、ヴァレリアたちと出会った。\n戦闘は得意ではないが立ち回りは上手いので、ヴァレリアの相棒として戦術面をサポートしてきた。\n手早く大金を稼ごうとすると上手くいかないが、肝心なときには幸運に恵まれることが多い。	Valeria's upbeat partner. She ran away from one thing after another until she ended up in the capital, where she met Valeria and the others. Although she's not skilled in direct combat, she's quick on her feet and provides tactical support as Valeria's trusty partner. While her attempts to make a quick profit don't always work out, she tends to be blessed with good luck when it matters most.	瓦莱莉娅的搭档，性格轻率。\n为了逃避讨厌的事而一路逃到王都，在这里遇到了瓦莱莉娅等人。\n虽然不擅长战斗，但身手灵活，和瓦莱莉娅组成搭档后一直在战术层面辅助她。\n想赶紧大捞一笔时往往赚不到钱，但总是在关键时刻得到幸运的眷顾。	瓦萊莉婭的吊兒郎當好夥伴。\n從各種事情中逃脫後，最終抵達王都，並遇見了瓦萊莉婭一行人。\n雖不擅長戰鬥但善於周旋應對，因此一直以瓦萊莉婭搭檔的身分在戰術方面提供支援。\n想快速賺大錢時總是不順利，但在關鍵時刻卻往往都會遇到好運。	私はもう、逃げない――\n仲間も、家族も、相棒も……守ってみせる！	I won't run away anymore—I'll protect my friends, my family, my partner...everyone!	我不会再逃避了——\n伙伴、家人、搭档……我都会守护到底！	我不會再繼續逃避了──\n我一定要……守護夥伴、家人和搭檔！
43599	ハイディ	Heidi	海蒂	海蒂	ハイディ	Heidi	海蒂	海蒂	【ログボ用】	【ログボ用】	【ログボ用】	【ログボ用】	ログボ用	ログボ用	ログボ用	ログボ用	ログボ用	ログボ用	ログボ用	ログボ用
43601	フロッケ	Flocke	芙洛可	芙洛可	フロッケ・チェルハ	Flocke Cerha	芙洛可·契尔哈	芙洛可‧契爾哈	【Angel of Rose】	Angel of Rose	【Angel of Rose】	【Angel of Rose】	働き者の行商人。\nヴァレリアたちの生活を支えることに徹していたが、街を守るために頂獣に挑む仲間たちの背中を見て、居ても立っても居られず参戦することに。\n普段は控え目な性格だが、一度決めたことは最後までやり通す強さを持つ。	A hardworking peddler. She was dedicated to supporting the lives of Valeria and her companions, but after seeing her friends take up arms to defend the city from Apexi, she could no longer stand by and joined the fight. Though usually reserved, once she has made up her mind, she always sees her choice through with determination.	能干的旅行商人。\n致力于支持瓦莱莉娅等人的生活，看着为了守护城镇而向顶兽发起挑战的伙伴们的背影，她坐立难安，最终决定参战。\n平时性格内敛，但有着坚强的意志，一旦下定决心就会坚持到底。	勤奮的旅行商人。\n原本全心忙於照顧瓦萊莉婭她們的生活，但看到夥伴們為了保護城鎮而出面挑戰頂獸的身影後，她按捺不住內心的衝動決定參戰。\n平常性格謹慎，卻也有一旦下定決心就會貫徹到底的堅定一面。	フロッケだって戦えます！ \nだから――連れていってください！	I can fight too! So please—take me with you!	芙洛可也可以战斗！\n所以——请带上我吧！	芙洛可也能戰鬥！\n所以──請帶我一起去吧！
43602	フロッケ	Flocke	芙洛可	芙洛可	フロッケ・チェルハ	Flocke Cerha	芙洛可·契尔哈	芙洛可‧契爾哈	【Earnest Angel】	Earnest Angel	【Earnest Angel】	【Earnest Angel】	行商を営む健気な少女。\nヴァレリアたちと共に暮らしており、だらしない彼女らの生活面を支えている。\n目利きがピカイチで、特に海産物に関しては顧客の満足度が高い。\n助けられて嬉しかった自身の経験から、困った人には手を差し伸べるようにしている。	A spirited young peddler. She lives with Valeria and the others, supporting them whenever she can, especially when they get a bit careless. She has an exceptional eye for quality, most notably when it comes to seafood, which always leaves her customers very satisfied. Having experienced the joy of being helped when she needed it, she now strives to lend a hand to anyone else in need.	性格坚强的旅行商人少女。\n和瓦莱莉娅等人住在一起，照顾着生活懒散的她们。\n眼光独到，尤其在海产品方面能让顾客心满意足。\n过去曾受人帮助，因此遇到有困难的人时会出手相助。	堅強的行商小販少女。\n和瓦萊莉婭等人一同居住，在生活方面支持著邋遢散漫的她們。\n有著極為獨到的眼光，尤其在海鮮方面顧客的滿意度很高。\n出於曾受人幫助而感到開心的經驗，自己總會向有困難的人伸出援手。	今度は自分の手で――\n皆さんを守りたいんです！	This time, I want to protect everyone—with my own two hands!	这次我想用自己的双手——\n守护大家！	這次想要用自己的這雙手──來保護大家！
43701	ランツェ	Lanze	兰泽	藍澤	ランツェ・ダッハ	Lanze Dach	兰泽·达赫	藍澤‧達赫	【The Captain Awakens】	The Captain Awakens	【The Captain Awakens】	【The Captain Awakens】	かつて王国北部の海で名を馳せた船乗り。\nしかし彼の船は頂獣に襲われてしまい、妻と仲間たちを失う。\n以来、塞ぎ込んで酒に溺れていたが、王都で出会った仲間たちのおかげで一念発起し、果ての大陸を目指すという夢を再び追いかけることに。	A once-renowned sailor from the northern seas of the kingdom. His ship was attacked by an Apexi, resulting in the loss of his wife and crew. Since then, he has been drowning his sorrows in alcohol. However, thanks to the companions he met in the capital, he was inspired to pursue his dream of reaching the World's End once again.	曾是王国北部海域无人不知无人不晓的船员。\n但不幸遭到顶兽袭击船只，失去了妻子和同伴。\n从此万念俱灰，沉溺于酒精。然而在王都结识的同伴们的鼓舞下，\n他再次拿出决心追寻梦想，启程前往终极大陆。	曾是王國北部海域上赫赫有名的船員。\n但是，他的船遭到頂獸襲擊，失去了妻子與夥伴們。\n從那時候起，他便開始借酒澆愁。然而，多虧了在王都遇見的夥伴們，他重新振作起來，決定再度追逐以終極大陸為目標的夢想。	船出の時だ！\n鍛え直した俺の拳、役立ててくれ！	All aboard! Time to put my newly trained fists to the test!	该出海了！\n让我重新锻炼过的双拳再次发光发热吧！	該啟航了！\n我這經過一番鍛鍊的拳頭，一定要派上用場啊！
43801	イザナ	Izana	伊札娜	伊札娜	イザナ・ココシュカ	Izana Kokoschka	伊札娜·柯克西卡	伊札娜‧柯克西卡	【Return of the Knight】	Return of the Knight	【Return of the Knight】	【Return of the Knight】	天真爛漫な獣人の少女で、レスナの親友。\n幼いころから騎士に憧れていた。レスナとは「お互いに\n自分の夢を叶えよう」と誓い合い、ときに励まし合っている。\n鍛冶屋である父の影響で巨大なハンマーを武器として使う。\nハンマーに対しては強いこだわりを持っている。	A bright and cheerful beastgirl, and Resna's best friend.\nEver since she was a child, she has admired knights.\nShe and Resna made a pact to fulfill their dreams together and often encourage each other along the way.\nInfluenced by her father, a blacksmith, she wields a giant hammer as her weapon.\nShe has a bit of an obsession with hammers.	性格天真烂漫的兽人少女，蕾斯娜的好朋友。\n自幼梦想成为骑士。和蕾斯娜一起立下“我们都要实现\n自己的梦想”的誓言，时常相互激励。\n在开铁匠铺的父亲熏陶下，将巨大的锤子作为武器。\n对锤子有着强烈的坚持。	天真爛漫的獸人少女，也是蕾斯娜的摯友。\n從小就立志成為一名騎士。和蕾斯娜約定好\n「兩人都要完成自己的夢想」，經常互相鼓勵對方。\n受到鐵匠父親的影響，使用巨大的錘子做為武器。\n對於錘子有強烈的個人堅持。	アタシは最強の騎士になる――<br>流れ星に誓って！	I will become the strongest knight!<br>I swear upon a shooting star!	我将来要成为最强的骑士――<br>我向流星起誓！	我要成為最強的騎士──<br>向流星發誓！
43802	イザナ	Izana	伊札娜	伊札娜	イザナ・ココシュカ	Izana Kokoschka	伊札娜·柯克西卡	伊札娜‧柯克西卡	【Dragon's Bride】	Dragon's Bride	【Dragon's Bride】	【Dragon's Bride】	明るく人懐こい獣人の少女。 \n最強の騎士を目指しているため、竜退治を快く引き受けた。 \n豪快だが乙女心も持ち合わせており、着替えてすぐは鏡の前からなかなか離れなかった。 \nまだ当分結婚の予定はないが、この格好を見たイザナの父親に涙ぐまれてしまい、なだめるのに苦労した。	A cheerful and friendly beast girl. She is aiming to become the strongest knight, so she was eager to accept the dragon-slaying mission. Although she is brave, she also has a feminine side and couldn't stop admiring herself in the mirror after changing into this outfit. She has no plans to get married anytime soon, but seeing her in this outfit brought tears to her father's eyes, and she found it difficult to comfort him.	活泼开朗、平易近人的兽人少女。\n想要成为最强的骑士，于是爽快地应承了屠龙任务。\n性格豪迈但仍怀有少女心，换上这衣服后就一直对着镜子照个没完。\n虽然她并非真要立刻结婚，但她父亲看到她的这身打扮后哭成了泪人，让她花了不少时间去安慰。	開朗友善的獸人少女。\n目標是成為最強的騎士，因此爽快地答應參加屠龍。\n為人豪爽，但也有一顆少女心，換上服裝後就遲遲無法離開那面鏡子。\n雖然目前還不打算結婚，但伊札娜的父親見到她那身裝扮後眼眶泛淚，還讓她費了一番工夫安撫他。	見てよ、この綺麗な衣装！\nこれからも末永ーく、よろしくね！	Just look at this beautiful outfit! I hope you'll stay by my side forevermore!	快看我这一身漂亮衣服！\n今生今世还请多多关照！	快看，這身漂亮的衣裳！\n今後也請多指教，直到永遠！
43803	イザナ	Izana	伊札娜	伊札娜	イザナ・ココシュカ	Izana Kokoschka	伊札娜·柯克西卡	伊札娜‧柯克西卡	【Stormy Smite】	Stormy Smite	【Stormy Smite】	【Stormy Smite】	レスナの親友にして、騎士を称する獣人の少女。\n錬金党との決着に向けて作られたこの衣装は、軽くて動きやすく、今までよりも速くハンマーを振り回せるとのこと。\n父の手を借りて作ったハンマーと共に、幼い頃からの夢である最強の騎士を目指す。	A beast-girl who proclaims herself the knight of her best friend, Resna. This outfit, made for the battle against the Polar Night Alchemists, is lightweight and designed for easy movement, allowing her to swing her hammer faster than ever before. Using a hammer she made with her father's help, she continues to pursue her childhood dream of becoming the strongest knight.	蕾斯娜的好朋友，自称骑士的兽人少女。\n这身服装面向与炼金党的决战而制作，既轻便又方便活动，可以比以往更迅捷地挥舞锤子。\n与父亲制作的锤子一同，朝着自幼怀揣的梦想——最强骑士前进。	蕾斯娜的摯友，自稱騎士的獸人少女。\n身上這件為了與鍊金黨做個了斷而製成的服裝，據說既輕盈又方便行動，能夠讓她比以往更快速地揮動錘子。\n與借助父親之力打造而成的錘子相伴，朝著兒時夢想的最強騎士之路邁進。	大切な人を守るため――\nアタシは止まるわけにはいかないんだ！	To protect those I care about, I can't afford to stop!	为了保护珍视之人——\n我不能止步不前！	為了保護重要之人──\n我絕對不能就此停下！
43901	ザスキア	Saskia	萨丝琪亚	薩絲琪亞	ザスキア	Saskia	萨丝琪亚	薩絲琪亞	【Master of Alchemy】	Master of Alchemy	【Master of Alchemy】	【Master of Alchemy】	レスナの錬金術の師匠。 \n旅の途中でレスナの住む村に立ち寄り、彼女に錬金術の手ほどきをした。 \n明るくさっぱりとした性格だが、錬金術のことになると厳しい一面も見せる。 \nまた私生活はずぼらで、よくレスナが世話を焼いている。	Resna's alchemy mentor. She met Resna in a village where she stopped on her journey and taught her the basics of alchemy. She usually has a cheerful and straightforward personality, but when it comes to alchemy, she can show a stern side. She is also rather careless in her personal life, and Resna often has to take care of her.	蕾斯娜的炼金术师父。\n旅途中经过蕾斯娜生活的村庄，教授了她炼金术入门知识。\n性格活泼爽朗，但在炼金术方面十分严格。\n而在生活方面则十分懒散，常常是蕾斯娜在照顾她。	蕾斯娜的鍊金術師父。 \n在旅途中，順路來到蕾斯娜居住的村莊，因而成為她的鍊金術啟蒙導師。 \n儘管性格開朗又不拘小節，但一提到鍊金術，就會表現出嚴肅的一面。 \n此外，日常生活有點懶散，經常受到蕾斯娜的照顧。	錬金術を復興させるのは私の願いでもある。\n――さあ、共に行きましょう	Reviving alchemy is my wish as well. Come now, let's work at it together.	复兴炼金术也是我的愿望。\n让我们并肩前行吧。	復興鍊金術是我的願望。\n來吧，讓我們一同前行！
43902	ザスキア				ザスキア				【Spring Wishes】				レスナの錬金術の師匠。\n弟子が一人立ちしてからは、自分自身の目的のために世界中を旅している。人と人との繋がりを大事にしており、年の初めには世話になった人々の下へ挨拶に赴き、贈り物をするという律義な一面を持つ。\nそんな彼女がどこで生まれ、どう生きてきたのか。知る者は少ない。\n				新たな年をみんなで祝えるなんて。\nふふっ……とっても嬉しいわね			
44001	ヨハナ	Johanna	约翰娜	約翰娜	ヨハナ	Johanna	约翰娜	約翰娜	【Battle Phenom】	Battle Phenom	【Battle Phenom】	【Battle Phenom】	王国非公認組織、「月影の会」にて、「鴉」の名で監視役をしていた少女。\n「月影の会」会長オリバーの言葉だけに従い生きてきたのは、彼がヨハナの唯一の肉親、祖父であったため。\n自らの戦闘技術に強い自信があり、その腕は確か。\nプライドが高く負けず嫌いな性格で、一人突っ走ってしまうことも。	A young girl who served as an enforcer under the code name Crow in the Moonlight Society, an organization unrecognized by the kingdom. She has lived her life obeying nothing but the words of the organization's leader, Oliver, who is also her only family—her grandfather. She is very confident in her fighting skills, and her prowess in combat is undeniable. She has a strong sense of pride, hates to lose, and can be headstrong, often rushing into situations on her own.	在未经王国官方认可的组织“月影会”以“鸦”的名号负责监视的少女。\n她之所以会一直听从“月影会”会长奥利弗的命令，是因为奥利弗是她的祖父，也是唯一的血亲。\n对自己的战斗技巧充满自信，其实力也的确无可指摘。\n因为高傲要强的性格，有时会独自莽撞行事。	在不受王國承認的組織「月影會」，以「烏鴉」之名擔任監視者的少女。\n一直以來僅聽從「月影會」會長奧利弗的命令，是因為他是約翰娜的祖父，也是她唯一的親人。\n對自己的戰鬥技術極具自信，擁有貨真價實的實力。\n由於性格高傲又不服輸，經常會一意孤行地採取行動。	天才と呼ばれたこの私の力――\n今度はあんたに使わせてあげる！	I'm said to have the power of a genius—and this time I'll let you use that power for once!	这次就把本天才的力量——\n借你用用好了！	我因優秀的能力而被譽為天才。\n這次，擁有出色能力的我將為你效勞！
44101	ジェロン	Geron	杰隆	傑隆	ジェロン・ディーゼル	Geron Diezel	杰隆·迪赛尔	傑隆‧迪賽爾	【Beastly Fencer】	Beastly Fencer	【Beastly Fencer】	【Beastly Fencer】	体の一部が獣化した錬金術士。 \n己の渇望のために相手を力でねじ伏せることをいとわなかった。 \n多くを語らないが、唯一の肉親である弟の話に関しては別。 \n兄という立場ゆえか、面倒見の良い性格をしている。\nただし、女性の扱いは苦手である。	An alchemist whose body has been partially transformed into that of a beast. He has no qualms about using his strength to force others into submission, so long as it helps fulfill his desires. Though he doesn't talk much, he changes when it comes to his younger brother, his only family. As an older brother, he's surprisingly caring and responsible, but when it comes to dealing with women, he's rather hopeless.	一部分身体兽化了的炼金术士。\n为达目的，可以毫不留情地用武力胁迫他人。\n平时沉默寡言，但一提到唯一的血亲——自己的弟弟时话会变多。\n也许是因为身为兄长，很会照顾别人。\n但不擅长应对女性。	部分身體獸化的鍊金術士。\n從前為了自身渴望，不惜用蠻力迫使對方屈服。\n雖然沉默寡言，但提及弟弟這個唯一血親有關的事則另當別論。\n也許是身處兄長的立場，很會照顧人。\n不過，不太擅長與女性相處。	――お前たちには大きな借りがある\nこの腕、好きに使うといい	I owe you all a great debt. Feel free to make use of my skills.	——我欠了你们很大一个人情。\n随意使用我的力量吧。	──我欠你們龐大的恩情。\n這身本領，任憑你們使喚。
