id	description	description_en	description_zh-CN	description_zh-TW
80110001	・仲間を回復し、与ダメージ上昇を付与\n・仲間に再生と被ダメージ低下を付与\n・仲間全体に与ダメージ上昇を付与\n・仲間全体に被ダメージ低下を付与	- Heals allies and boosts damage dealt\n- Grants Regen to allies and reduces damage received\n- Boosts all allies' damage dealt\n- Reduces all allies' damage received	·为友方恢复，赋予造成伤害提升\n·赋予友方再生和所受伤害下降\n·赋予友方全体造成伤害提升\n·赋予友方全体所受伤害下降	‧回復夥伴並賦予給予傷害上升\n‧賦予夥伴再生與所受傷害下降\n‧賦予所有夥伴給予傷害上升\n‧賦予所有夥伴所受傷害下降
80110046	・仲間を回復し、与ダメージUPを付与\n・仲間全体に与ダメージUPを付与\n・仲間全体に被ダメージDOWNを付与\n・ブレイク後、自身のプラス効果を解除	- Heals allies and boosts allies' damage dealt\n- Boosts all allies' damage dealt\n- Reduces all allies' damage received\n- After stun, removes all positive effects from self	·恢复友方，赋予造成伤害提升\n·赋予友方全体造成伤害提升\n·赋予友方全体所受伤害下降\n·破防后，解除自身正面效果	‧回復夥伴並賦予給予傷害上升\n‧賦予所有夥伴給予傷害上升\n‧賦予所有夥伴所受傷害下降\n‧破防後，解除自身的加強效果
80110053	・仲間を回復し、与ダメージUPを付与、マイナス効果を解除\n・仲間に再生と被ダメージDOWNを付与、マイナス効果を解除\n・仲間全体に与ダメージUPを付与\n・仲間全体に被ダメージDOWNを付与	- Heals allies, boosts allies' damage dealt, and removes negative effects\n- Grants allies Regen, reduces allies' damage received, and removes negative effects\n- Boosts all allies' damage dealt\n- Reduces all allies' damage received	·为友方恢复，赋予造成伤害提升，解除负面效果\n·赋予友方再生及所受伤害下降，解除负面效果\n·赋予友方全体造成伤害提升\n·赋予友方全体所受伤害下降	‧回復夥伴，賦予給予傷害上升，解除減弱效果\n‧賦予夥伴再生與所受傷害下降，解除減弱效果\n‧賦予所有夥伴給予傷害上升\n‧賦予所有夥伴所受傷害下降
80110055	・仲間を回復し、与ダメージUPを付与、マイナス効果を解除\n・仲間に再生と被ダメージDOWNを付与、マイナス効果を解除\n・仲間全体に与ダメージUPを付与\n・仲間全体に被ダメージDOWNを付与	- Heals allies, boosts allies' damage dealt, and removes negative effects\n- Grants allies Regen, reduces allies' damage received, and removes negative effects\n- Boosts all allies' damage dealt\n- Reduces all allies' damage received	·为友方恢复，赋予造成伤害提升，解除负面效果\n·赋予友方再生及所受伤害下降，解除负面效果\n·赋予友方全体造成伤害提升\n·赋予友方全体所受伤害下降	‧回復夥伴，賦予給予傷害上升，解除減弱效果\n‧賦予夥伴再生與所受傷害下降，解除減弱效果\n‧賦予所有夥伴給予傷害上升\n‧賦予所有夥伴所受傷害下降
80110057	・仲間を回復し、与ダメージUPを付与、マイナス効果を解除\n・仲間に再生と被ダメージDOWNを付与、マイナス効果を解除\n・仲間全体に与ダメージUPを付与\n・仲間全体に被ダメージDOWNを付与	- Heals allies, boosts allies' damage dealt, and removes negative effects\n- Grants allies Regen, reduces allies' damage received, and removes negative effects\n- Boosts all allies' damage dealt\n- Reduces all allies' damage received	·为友方恢复，赋予造成伤害提升，解除负面效果\n·赋予友方再生及所受伤害下降，解除负面效果\n·赋予友方全体造成伤害提升\n·赋予友方全体所受伤害下降	‧回復夥伴，賦予給予傷害上升，解除減弱效果\n‧賦予夥伴再生與所受傷害下降，解除減弱效果\n‧賦予所有夥伴給予傷害上升\n‧賦予所有夥伴所受傷害下降
80110060	・仲間を回復し、与ダメージUPを付与、マイナス効果を解除\n・仲間に再生と被ダメージDOWNを付与、マイナス効果を解除\n・仲間全体に与ダメージUPを付与\n・仲間全体に被ダメージDOWNを付与	- Heals allies, boosts allies' damage dealt, and removes negative effects\n- Grants allies Regen, reduces allies' damage received, and removes negative effects\n- Boosts all allies' damage dealt\n- Reduces all allies' damage received	·为友方恢复，赋予造成伤害提升，解除负面效果\n·赋予友方再生及所受伤害下降，解除负面效果\n·赋予友方全体造成伤害提升\n·赋予友方全体所受伤害下降	‧回復夥伴，賦予給予傷害上升，解除減弱效果\n‧賦予夥伴再生與所受傷害下降，解除減弱效果\n‧賦予所有夥伴給予傷害上升\n‧賦予所有夥伴所受傷害下降
80110061	・仲間を回復し、与ダメージUPを付与、マイナス効果を解除\n・仲間に再生と被ダメージDOWNを付与、マイナス効果を解除\n・仲間全体に与ダメージUPを付与\n・仲間全体に被ダメージDOWNを付与	- Heals allies, boosts allies' damage dealt, and removes negative effects\n- Grants allies Regen, reduces allies' damage received, and removes negative effects\n- Boosts all allies' damage dealt\n- Reduces all allies' damage received	·为友方恢复，赋予造成伤害提升，解除负面效果\n·赋予友方再生及所受伤害下降，解除负面效果\n·赋予友方全体造成伤害提升\n·赋予友方全体所受伤害下降	‧回復夥伴，賦予給予傷害上升，解除減弱效果\n‧賦予夥伴再生與所受傷害下降，解除減弱效果\n‧賦予所有夥伴給予傷害上升\n‧賦予所有夥伴所受傷害下降
80110063	・仲間を回復し、与ダメージUPを付与、マイナス効果を解除\n・仲間に再生と被ダメージDOWNを付与、マイナス効果を解除\n・仲間全体に与ダメージUPを付与\n・仲間全体に被ダメージDOWNを付与	- Heals allies, boosts allies' damage dealt, and removes negative effects\n- Grants allies Regen, reduces allies' damage received, and removes negative effects\n- Boosts all allies' damage dealt\n- Reduces all allies' damage received	·为友方恢复，赋予造成伤害提升，解除负面效果\n·赋予友方再生及所受伤害下降，解除负面效果\n·赋予友方全体造成伤害提升\n·赋予友方全体所受伤害下降	‧回復夥伴，賦予給予傷害上升，解除減弱效果\n‧賦予夥伴再生與所受傷害下降，解除減弱效果\n‧賦予所有夥伴給予傷害上升\n‧賦予所有夥伴所受傷害下降
80110066	・仲間を回復し、与ダメージUPを付与、マイナス効果を解除\n・仲間に再生と被ダメージDOWNを付与、マイナス効果を解除\n・仲間全体に与ダメージUPを付与\n・仲間全体に被ダメージDOWNを付与	- Heals allies, boosts allies' damage dealt, and removes negative effects\n- Grants allies Regen, reduces allies' damage received, and removes negative effects\n- Boosts all allies' damage dealt\n- Reduces all allies' damage received	·为友方恢复，赋予造成伤害提升，解除负面效果\n·赋予友方再生及所受伤害下降，解除负面效果\n·赋予友方全体造成伤害提升\n·赋予友方全体所受伤害下降	‧回復夥伴，賦予給予傷害上升，解除減弱效果\n‧賦予夥伴再生與所受傷害下降，解除減弱效果\n‧賦予所有夥伴給予傷害上升\n‧賦予所有夥伴所受傷害下降
80110067	・仲間を回復し、与ダメージ上昇を付与\n・仲間全体に与ダメージ上昇を付与\n・仲間全体に被ダメージ低下を付与	- Heals allies and boosts damage dealt\n- Boosts all allies' damage dealt\n- Reduces all allies' damage received	·为友方恢复，赋予造成伤害提升\n·赋予友方全体造成伤害提升\n·赋予友方全体所受伤害下降	‧回復夥伴並賦予給予傷害上升\n‧賦予所有夥伴給予傷害上升\n‧賦予所有夥伴所受傷害下降
80111001	ヒントはありません	No tips available.	暂无提示	沒有提示
80112001	ヒントはありません	No tips available.	暂无提示	沒有提示
80113002	・行動開始時、被ダメージ低下\n・ブレイク時、自身の被ダメージ低下を解除\n・行動開始時、他の部位がブレイクしていない場合、対応するマイナス効果を解除\n・他の部位が戦闘不能になった時、行動内容を変更	- Reduces damage received at the start of a turn\n- Removes own received damage reduction when stunned\n- At start of turn, if Arms are not stunned, removes corresponding negative effects\n- When Arms are KO'd, changes moveset	·开始行动时，所受伤害下降\n·破防时，解除自身所受伤害下降\n·开始行动时，其他部位未破防时，解除对应负面效果\n·其他部位无法战斗时，行动发生变化	‧開始行動時，減輕所受傷害\n‧破防時，解除自身減輕所受傷害\n‧行動開始時，若其他部位為非破防狀態，則解除相應的減弱效果\n‧其他部位無法戰鬥時，變更行動內容
80114002	・ブレイク時または戦闘不能時、ウェルテックス(本体)の与ダメージ低下	- While stunned or KO'd, reduces damage dealt by Weltex (Body)	·破防时或无法战斗时，威尔特克斯（主体）造成伤害下降	‧破防時或無法戰鬥時，威爾特庫斯（本體）給予傷害下降
80115002	・ブレイク時または戦闘不能時、ウェルテックス(本体)の被ブレイクダメージ上昇	- While stunned or KO'd, Weltex (Body) receives increased stun damage	·破防时或无法战斗时，威尔特克斯（主体）所受破防伤害提升	‧破防時或無法戰鬥時，威爾特庫斯（本體）所受破防傷害上升
80116001	・ブレイク時、強化系パネルをバーストパネルに変更\n・ブレイク時、弱体パネルを強化パネルに変更\n・行動後、被ダメージDOWNを自身に付与	- When stunned, converts boost-type panels to burst panels\n- When stunned, converts weaken panels to boost panels\n- After turn, reduces own damage received	·破防时，强化类面板变换为爆发面板\n·破防时，削弱面板变换为强化面板\n·行动后，赋予自身所受伤害下降	‧破防時，將強化系面板變更為爆發面板\n‧破防時，將弱化面板變更為強化面板\n‧行動後，賦予自身所受傷害下降
80116008	・ブレイク時、強化系パネルをバーストパネルに変更\n・ブレイク時、弱体パネルを強化パネルに変更\n・行動後、被ダメージDOWNを自身に付与\n・敵単体に被ダメージUPを付与\n・仲間全体に被ダメージDOWNを付与\n・仲間全体に被ブレイクダメージDOWNを付与\n・敵全体に与ブレイクダメージDOWNを付与	- When stunned, converts boost-type panels to burst panels\n- When stunned, converts weaken panels to boost panels\n- After turn, reduces own damage received\n- Boosts an enemy's damage received\n- Reduces all allies' damage received\n- Reduces all allies' stun damage received\n- Reduces all enemies' stun damage dealt	·破防时，强化类面板变换为爆发面板\n·破防时，削弱面板变换为强化面板\n·行动后，赋予自身所受伤害下降\n·赋予敌方单体所受伤害提升\n·赋予友方全体所受伤害下降\n·赋予友方全体所受破防伤害下降\n·赋予敌方全体造成破防伤害下降	‧破防時，將強化系面板變更為爆發面板\n‧破防時，將弱化面板變更為強化面板\n‧行動後，賦予自身所受傷害下降\n‧賦予敵方單體所受傷害上升\n‧賦予所有夥伴所受傷害下降\n‧賦予所有夥伴所受破防傷害下降\n‧賦予敵方全體給予破防傷害下降
80116009	・火属性以外の攻撃を受けた後、自身に被ダメージUPを付与	- After being hit by an attack other than a Fire attack, boosts own damage received	·受到火属性以外的攻击后，赋予自身所受伤害提升	‧受到火屬性以外的攻擊後，賦予自身所受傷害上升
80116010	・ウェーブ開始時、被ダメージ減少\n・クリティカル攻撃を受けた後、自身に被ダメージUPを付与	- At the start of a wave, reduces damage received\n- After being hit by a critical attack, boosts own damage received	·WAVE开始时，所受伤害下降\n·受到暴击后，赋予自身所受伤害提升	‧WAVE開始時，所受傷害減少\n‧受到重擊攻擊後，賦予自身所受傷害上升
80116011	・パネルから受ける効果量+300%	- Boosts effects received from panels by 300%	·所受面板效果量+300%	‧來自面板的效果量+300%
80117001	・魔法攻撃でブレイク後、魔法攻撃の被ダメージ上昇\n・物理攻撃でブレイク後、物理攻撃の被ダメージ上昇	- After stun by magic attack, receives increased damage from magic attacks\n- After stun by physical attack, receives increased damage from physical attacks	·使用魔法攻击破防后，所受魔法攻击伤害提升\n·使用物理攻击破防后，所受物理攻击伤害提升	‧以魔法攻擊破防後，所受魔法攻擊傷害上升\n‧以物理攻擊破防後，所受物理攻擊傷害上升
80117005	・先駆け\n・ターンを遅らせる効果無効\n・素早さDOWNを付与	- Grants Initiative\n- Nullifies effects that delay turns\n- Reduces SPD	·先锋\n·推迟回合效果无效\n·赋予敏捷下降	‧先鋒\n‧推遲行動回合效果無效\n‧賦予敏捷下降
80117006	・先駆け\n・ターンを遅らせる効果無効\n・素早さDOWNを付与	- Grants Initiative\n- Nullifies effects that delay turns\n- Reduces SPD	·先锋\n·推迟回合效果无效\n·赋予敏捷下降	‧先鋒\n‧推遲行動回合效果無效\n‧賦予敏捷下降
80117007	・魔法攻撃でブレイク後、魔法攻撃の被ダメージ上昇\n・物理攻撃でブレイク後、物理攻撃の被ダメージ上昇	- After stun by magic attack, receives increased damage from magic attacks\n- After stun by physical attack, receives increased damage from physical attacks	·使用魔法攻击破防后，所受魔法攻击伤害提升\n·使用物理攻击破防后，所受物理攻击伤害提升	‧以魔法攻擊破防後，所受魔法攻擊傷害上升\n‧以物理攻擊破防後，所受物理攻擊傷害上升
80117010	・先駆け\n・ターンを遅らせる効果無効\n・素早さDOWNを付与	- Grants Initiative\n- Nullifies effects that delay turns\n- Reduces SPD	·先锋\n·推迟回合效果无效\n·赋予敏捷下降	‧先鋒\n‧推遲行動回合效果無效\n‧賦予敏捷下降
80117011	・先駆け\n・ターンを遅らせる効果無効\n・素早さDOWNを付与	- Grants Initiative\n- Nullifies effects that delay turns\n- Reduces SPD	·先锋\n·推迟回合效果无效\n·赋予敏捷下降	‧先鋒\n‧推遲行動回合效果無效\n‧賦予敏捷下降
80117012	・先駆け\n・ターンを遅らせる効果無効\n・素早さDOWNを付与	- Grants Initiative\n- Nullifies effects that delay turns\n- Reduces SPD	·先锋\n·推迟回合效果无效\n·赋予敏捷下降	‧先鋒\n‧推遲行動回合效果無效\n‧賦予敏捷下降
80117013	・先駆け\n・ターンを遅らせる効果無効\n・素早さDOWNを付与	- Grants Initiative\n- Nullifies effects that delay turns\n- Reduces SPD	·先锋\n·推迟回合效果无效\n·赋予敏捷下降	‧先鋒\n‧推遲行動回合效果無效\n‧賦予敏捷下降
80117014	・先駆け\n・ターンを遅らせる効果無効\n・素早さDOWNを付与	- Grants Initiative\n- Nullifies effects that delay turns\n- Reduces SPD	·先锋\n·推迟回合效果无效\n·赋予敏捷下降	‧先鋒\n‧推遲行動回合效果無效\n‧賦予敏捷下降
80118001	・状態異常を付与された時、与ダメージ低下\n・状態異常を付与された時、被ダメージ上昇\n・ブレイクしていない時、物理攻撃の被ダメージ低下\n・味方の手番を早める	- Reduces damage dealt while inflicted with a status effect\n- Receives increased damage while inflicted with a status effect\n- Receives reduced damage from physical attacks while not stunned\n- Advances allies' turns	·被赋予异常状态时，造成伤害下降\n·被赋予异常状态时，所受伤害提升\n·未破防时，所受物理攻击伤害下降\n·提前我方回合	‧被賦予異常狀態時，給予傷害下降\n‧被賦予異常狀態時，所受傷害上升\n‧未破防時，所受物理攻擊傷害下降\n‧加快我方的行動回合
80118004	・状態異常を付与された時、与ダメージ低下\n・状態異常を付与された時、被ダメージ上昇\n・被ダメージDOWN状態が付与されている相手への与ダメージ低下\n・味方の手番を早める	- Reduces damage dealt while inflicted with a status effect\n- Receives increased damage while inflicted with a status effect\n- Reduces damage dealt to opponents with Received Damage Down\n- Advances allies' turns	·被赋予异常状态时，造成伤害下降\n·被赋予异常状态时，所受伤害提升\n·攻击目标被赋予所受伤害下降状态时，造成伤害下降\n·提前我方回合	‧被賦予異常狀態時，給予傷害下降\n‧被賦予異常狀態時，所受傷害上升\n‧對被賦予所受傷害下降狀態的對象，給予傷害下降\n‧加快我方的行動回合
80118007	・状態異常を付与された時、与ダメージ低下\n・状態異常を付与された時、被ダメージ上昇\n・ブレイクしていない時、物理攻撃の被ダメージ低下\n・味方の手番を早める	- Reduces damage dealt while inflicted with a status effect\n- Receives increased damage while inflicted with a status effect\n- Receives reduced damage from physical attacks while not stunned\n- Advances allies' turns	·被赋予异常状态时，造成伤害下降\n·被赋予异常状态时，所受伤害提升\n·未破防时，所受物理攻击伤害下降\n·提前我方回合	‧被賦予異常狀態時，給予傷害下降\n‧被賦予異常狀態時，所受傷害上升\n‧未破防時，所受物理攻擊傷害下降\n‧加快我方的行動回合
80118010	・状態異常を付与された時、与ダメージ低下\n・状態異常を付与された時、被ダメージ上昇\n・味方の手番を早める	- Reduces damage dealt while inflicted with a status effect\n- Receives increased damage while inflicted with a status effect\n- Advances allies' turns	·被赋予异常状态时，造成伤害下降\n·被赋予异常状态时，所受伤害提升\n·提前我方回合	‧被賦予異常狀態時，給予傷害下降\n‧被賦予異常狀態時，所受傷害上升\n‧加快我方的行動回合
80118011	・マイナス効果の持続効果回数が長い\n・ブレイク時、自身のプラス効果を解除\n・ブレイク中、WEAK攻撃での被ダメージ上昇	- Extended duration of negative effects\n- Removes own positive effects when stunned\n- Receives increased damage from weakness attacks while stunned	·负面效果有效次数增加\n·破防时，解除自身正面效果\n·破防中，所受WEAK攻击伤害提升	‧減弱效果的持續效果次數較長\n‧破防時，解除自身的加強效果\n‧破防時，WEAK攻擊的所受傷害上升
80118012	・仲間陣営の生存数が一定以上の時、被ダメージ減少	- Reduces damage received when the number of allies remaining is above a certain number	·友方存活数量不低于一定数量时，所受伤害下降	‧夥伴陣營的生存數量在一定值以上時，所受傷害減少
80119001	・クリティカル攻撃を受けた時、強化パネルを出現させる\n・仲間を回復する\n・仲間のブレイクゲージを回復する	- Creates boost panel when hit by a critical attack\n- Heals allies\n- Restores allies' stun gauge	·受到暴击时，生成强化面板\n·为友方恢复\n·为友方恢复破防槽	‧受到重擊攻擊時，使強化面板出現\n‧回復夥伴\n‧回復夥伴的破防量表
80119004	・仲間のブレイクゲージを回復	- Restores allies' stun gauge	·恢复友方破防槽	‧回復夥伴的破防量表
80119006	・ブレイクしていない時、クリティカル無効\n・ブレイクした時、敵全体のマイナス効果を解除\n・クリティカル攻撃を受けた時、強化パネルを出現させる\n・仲間を回復する\n・仲間のブレイクゲージを回復する\n・敵全体に与ダメージDOWNを付与\n・敵全体に与ブレイクダメージDOWNを付与	- When not stunned, immune to critical attacks\n- When stunned, removes negative effects from all enemies\n- When hit by a critical attack, creates boost panels\n- Heals allies\n- Restores allies' stun gauge\n- Reduces all enemies' damage dealt\n- Reduces all enemies' stun damage dealt	·未破防时，暴击无效\n·破防时，解除敌方全体负面效果\n·受到暴击时，生成强化面板\n·为友方恢复\n·恢复友方破防槽\n·赋予敌方全体造成伤害下降\n·赋予敌方全体造成破防伤害下降	‧未破防時，重擊無效\n‧破防時，解除敵方全體的減弱效果\n‧受到重擊攻擊時，使強化面板出現\n‧回復夥伴\n‧回復夥伴的破防量表\n‧賦予敵方全體給予傷害下降\n‧賦予敵方全體給予破防傷害下降
80119007	・クリティカル攻撃を受けた時、強化パネルを出現させる\n・仲間のHPとブレイクゲージを回復	- Creates boost panels when hit by a critical attack\n- Restores allies' HP and stun gauge	·受到暴击时，生成强化面板\n·恢复友方HP和破防槽	‧受到重擊攻擊時，使強化面板出現\n‧回復夥伴的HP與破防量表
80120009	・戦闘不能時、弱体パネルを麻痺パネルに変更\n・毒攻撃\n・味方の手番を早める	- When KO'd, converts weaken panels to Paralysis panels\n- Poisonous attack\n- Advances allies' turns	·无法战斗时，削弱面板变换为麻痹面板\n·中毒攻击\n·提前我方回合	‧無法戰鬥時，將弱化面板變更為麻痺面板\n‧中毒攻擊\n‧加快我方的行動回合
80121001	・戦闘不能時、弱体パネルを暗闇パネルに変更	- When KO'd, converts weaken panels to Blindness panels	·无法战斗时，削弱面板变换为盲目面板	‧無法戰鬥時，將弱化面板變更為盲目面板
80121004	・戦闘不能時、弱体パネルを暗闇パネルに変更\n・戦闘アイテムからの被ダメージ上昇	- When KO'd, converts weaken panels to Blindness panels\n- Receives increased damage from battle items	·无法战斗时，削弱面板变换为盲目面板\n·来自战斗道具的伤害提升	‧無法戰鬥時，將弱化面板變更為盲目面板\n‧戰鬥道具造成的所受傷害上升
80121007	ヒントはありません	No tips available.	暂无提示	沒有提示
80122001	・ブレイク時、強化系パネルをバーストパネルに変更\n・かばう	- When stunned, converts boost-type panels to burst panels\n- Protection	·破防时，强化类面板变换为爆发面板\n·掩护	‧破防時，將強化系面板變更為爆發面板\n‧守護
80122008	・自身がブレイク時、ブレイカーに与ダメージUPを付与\n・かばう\n・自身の状態異常を解除	- When stunned, boosts Breakers' damage dealt\n- Protection\n- Removes own status effects	·自身破防时，赋予破坏者造成伤害提升\n·掩护\n·解除自身异常状态	‧自身破防時，賦予破壞者給予傷害上升\n‧守護\n‧解除自身異常狀態
80122011	・自身がブレイク時、ブレイカーに与ダメージUPを付与\n・かばう\n・自身の状態異常を解除	- When stunned, boosts Breakers' damage dealt\n- Protection\n- Removes own status effects	·自身破防时，赋予破坏者造成伤害提升\n·掩护\n·解除自身异常状态	‧自身破防時，賦予破壞者給予傷害上升\n‧守護\n‧解除自身異常狀態
80122014	・自身がブレイク時、ブレイカーに与ダメージUPを付与\n・かばう\n・自身の状態異常を解除	- When stunned, boosts Breakers' damage dealt\n- Protection\n- Removes own status effects	·自身破防时，赋予破坏者造成伤害提升\n·掩护\n·解除自身异常状态	‧自身破防時，賦予破壞者給予傷害上升\n‧守護\n‧解除自身異常狀態
80122019	・自身がブレイク時、ブレイカーに与ダメージUPを付与\n・かばう\n・自身の状態異常を解除	- When stunned, boosts Breakers' damage dealt\n- Protection\n- Removes own status effects	·自身破防时，赋予破坏者造成伤害提升\n·掩护\n·解除自身异常状态	‧自身破防時，賦予破壞者給予傷害上升\n‧守護\n‧解除自身異常狀態
80122020	・自身がブレイク時、ブレイカーに与ダメージUPを付与\n・かばう\n・自身の状態異常を解除	- When stunned, boosts Breakers' damage dealt\n- Protection\n- Removes own status effects	·自身破防时，赋予破坏者造成伤害提升\n·掩护\n·解除自身异常状态	‧自身破防時，賦予破壞者給予傷害上升\n‧守護\n‧解除自身異常狀態
80122025	・自身がブレイク時、ブレイカーに与ダメージUPを付与\n・かばう\n・自身の状態異常を解除	- When stunned, boosts Breakers' damage dealt\n- Protection\n- Removes own status effects	·自身破防时，赋予破坏者造成伤害提升\n·掩护\n·解除自身异常状态	‧自身破防時，賦予破壞者給予傷害上升\n‧守護\n‧解除自身異常狀態
80122028	・自身がブレイク時、ブレイカーに与ダメージUPを付与\n・かばう\n・自身の状態異常を解除	- When stunned, boosts Breakers' damage dealt\n- Protection\n- Removes own status effects	·自身破防时，赋予破坏者造成伤害提升\n·掩护\n·解除自身异常状态	‧自身破防時，賦予破壞者給予傷害上升\n‧守護\n‧解除自身異常狀態
80123001	ヒントはありません	No tips available.	暂无提示	沒有提示
80123012	・マイナス効果の持続効果回数が長い	- Extended duration of negative effects	·负面效果有效次数增加	‧減弱效果的持續效果次數較長
80123015	・一定以下の被ダメージ無効	- Immune to all damage received below a certain level	·不高于一定量的所受伤害无效	‧一定值以下的所受傷害無效
80124004	・カチコチ状態の時、被ダメージ上昇\n・クリティカル攻撃を受けた時、被ダメージ上昇	- Receives increased damage while Brittle\n- Receives increased damage from critical attacks	·陷入僵直状态时，所受伤害提升\n·受到暴击时，所受伤害提升	‧自身處於僵硬狀態時，所受傷害上升\n‧受到重擊攻擊時，所受傷害上升
80125005	・挑発\n・行動するたび、ブレイクダメージ回復\n・ブレイク中、被ダメージ上昇	- Taunts\n- Restores stun damage each turn\n- Receives increased damage while stunned	·挑衅\n·每次行动时，恢复破防伤害\n·破防中，所受伤害提升	‧挑釁\n‧每次行動時，回復破防傷害\n‧破防時，所受傷害上升
80126006	・スタン状態の時、被ブレイクダメージ上昇\n・単体攻撃を受けた時、被ダメージ上昇	- Receives increased stun damage while Dazed\n- Receives increased damage from single-target attacks	·陷入昏眩状态时，所受破防伤害提升\n·受到单体攻击时，所受伤害提升	‧自身處於昏眩狀態時，所受破防傷害上升\n‧受到單體攻擊時，所受傷害上升
80127010	・カチコチ状態の時、被ダメージ上昇\n・クリティカル攻撃を受けた時、被ダメージ上昇	- Receives increased damage while Brittle\n- Receives increased damage from critical attacks	·陷入僵直状态时，所受伤害提升\n·受到暴击时，所受伤害提升	‧自身處於僵硬狀態時，所受傷害上升\n‧受到重擊攻擊時，所受傷害上升
80128012	・全体攻撃を受けた時、被ブレイクダメージ上昇	- Receives increased stun damage from attacks that target all enemies	·受到全体攻击时，所受破防伤害提升	‧受到全體攻擊時，所受破防傷害上升
80129015	・スタン状態の時、被ブレイクダメージ上昇\n・全体攻撃を受けた時、被ダメージ上昇	- Receives increased stun damage while Dazed\n- Receives increased damage from attacks that target all enemies	·陷入昏眩状态时，所受破防伤害提升\n·受到全体攻击时，所受伤害提升	‧自身處於昏眩狀態時，所受破防傷害上升\n‧受到全體攻擊時，所受傷害上升
80130001	・自身のマイナス効果を全て解除し、解除数に応じてダメージUPを付与\n・戦闘不能時、味方全体に与ダメージUP、被ダメージDOWN、素早さUPを付与\n・仲間全体を回避状態にする\n・暗闇攻撃\n	- Removes all of own negative effects, boosts damage for each effect removed\n- When KO'd, boosts all allies' damage dealt and SPD and reduces all allies' damage received\n- Grants Evasion to all allies\n- Blindness attack	·解除自身全部负面效果，根据解除数量赋予伤害提升\n·无法战斗时，赋予我方全体造成伤害提升、所受伤害下降、敏捷提升\n·使友方全体进入回避状态\n·盲目攻击	‧解除自身全部的減弱效果，並依解除數量賦予傷害上升\n‧無法戰鬥時，賦予我方全體給予傷害上升、所受傷害下降、敏捷上升\n‧使所有夥伴進入迴避狀態\n‧盲目攻擊
80130002	・自身のマイナス効果を全て解除し、解除数に応じてダメージUPを付与\n・戦闘不能時、味方全体に与ダメージUP、被ダメージDOWN、素早さUPを付与\n・仲間全体を回避状態にする\n・暗闇攻撃\n	- Removes all of own negative effects, boosts damage for each effect removed\n- When KO'd, boosts all allies' damage dealt and SPD and reduces all allies' damage received\n- Grants Evasion to all allies\n- Blindness attack	·解除自身全部负面效果，根据解除数量赋予伤害提升\n·无法战斗时，赋予我方全体造成伤害提升、所受伤害下降、敏捷提升\n·使友方全体进入回避状态\n·盲目攻击	‧解除自身全部的減弱效果，並依解除數量賦予傷害上升\n‧無法戰鬥時，賦予我方全體給予傷害上升、所受傷害下降、敏捷上升\n‧使所有夥伴進入迴避狀態\n‧盲目攻擊
80130006	・戦闘不能時、仲間全体に与ダメージUPを付与	- When KO'd, boosts all allies' damage dealt	·无法战斗时，赋予友方全体造成伤害提升	‧無法戰鬥時，賦予所有夥伴給予傷害上升
80130007	・戦闘不能時、仲間全体に与ダメージUPを付与	- When KO'd, boosts all allies' damage dealt	·无法战斗时，赋予友方全体造成伤害提升	‧無法戰鬥時，賦予所有夥伴給予傷害上升
80130008	・戦闘不能時、仲間全体に与ダメージUPを付与	- When KO'd, boosts all allies' damage dealt	·无法战斗时，赋予友方全体造成伤害提升	‧無法戰鬥時，賦予所有夥伴給予傷害上升
80130009	・戦闘不能時、仲間全体に与ダメージUPを付与	- When KO'd, boosts all allies' damage dealt	·无法战斗时，赋予友方全体造成伤害提升	‧無法戰鬥時，賦予所有夥伴給予傷害上升
80130010	・戦闘不能時、仲間全体に与ダメージUPを付与	- When KO'd, boosts all allies' damage dealt	·无法战斗时，赋予友方全体造成伤害提升	‧無法戰鬥時，賦予所有夥伴給予傷害上升
80130011	・戦闘不能時、仲間全体に与ダメージUPを付与	- When KO'd, boosts all allies' damage dealt	·无法战斗时，赋予友方全体造成伤害提升	‧無法戰鬥時，賦予所有夥伴給予傷害上升
80130012	・戦闘不能時、仲間全体に与ダメージUPを付与	- When KO'd, boosts all allies' damage dealt	·无法战斗时，赋予友方全体造成伤害提升	‧無法戰鬥時，賦予所有夥伴給予傷害上升
80131001	・味方単体のHPとブレイクゲージを回復\n・味方全体のブレイクゲージを回復\n・自身のHPが一定以下になった時、自身に被ダメージDOWNを付与\n・味方全体に残りHPに応じて与ダメージUP状態を付与	- Recovers an ally's HP and stun gauge\n- Restores all allies' stun gauges\n- When HP is reduced below a certain level, reduces own damage received\n- Boosts damage dealt by all allies, based on their remaining HP	·恢复我方单体的HP和破防槽\n·恢复我方全体破防槽\n·自身HP不高于一定数值时，赋予自身所受伤害下降\n·赋予我方全体根据自身剩余HP造成伤害提升	‧回復我方單體的HP和破防量表\n‧回復我方全體的破防量表\n‧自身的HP在一定值以下時，賦予自身所受傷害下降\n‧依據HP剩餘量賦予我方全體攻擊力上升狀態
