id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
859	星へのツバサ	Starbound Wings	星之翼	翔星之翼	自身がディフェンダーの時、与えるマイナス効果量+{0}%	While equipped to a Defender, boosts potency of inflicted negative effects by {0}%.	自身为防御者时，给予的负面效果量+{0}%。	自身為防禦者時，賦予的減弱效果量+{0}%。
860	星へのツバサ	Starbound Wings	星之翼	翔星之翼	自身がディフェンダーの時、与えるマイナス効果量+{0}%	While equipped to a Defender, boosts potency of inflicted negative effects by {0}%.	自身为防御者时，给予的负面效果量+{0}%。	自身為防禦者時，賦予的減弱效果量+{0}%。
861	クリスタルロッド	Crystal Rod	水晶之杖	羽晶短杖	自身がアタッカーの時、受ける強化効果量+{0}%	While equipped to an Attacker, boosts potency of received buff effects by {0}%.	自身为攻击者时，所受强化效果量+{0}%。	自身為攻擊者時，所受強化效果量+{0}%。
862	クリスタルロッド	Crystal Rod	水晶之杖	羽晶短杖	自身がアタッカーの時、受ける強化効果量+{0}%	While equipped to an Attacker, boosts potency of received buff effects by {0}%.	自身为攻击者时，所受强化效果量+{0}%。	自身為攻擊者時，所受強化效果量+{0}%。
863	アイシークストディア	Icy Custodia	庇护之袍	冰護披風	得意属性が氷属性かつアタッカーの時、攻撃後、自身に「スキルダメージ+{0}%」を2回行動終了するまで付与	While equipped to an Attacker with Ice affinity, after attacking, boosts own skill damage by {0}% for 2 turns.	自身属性为冰属性且身为攻击者时，攻击后，赋予自身“技能伤害+{0}%”，2次行动结束后失效。	自身屬性為冰屬性並為攻擊者時，攻擊後，賦予自身「技能傷害+{0}%」，直到行動結束2次為止。
864	アイシークストディア	Icy Custodia	庇护之袍	冰護披風	得意属性が氷属性かつアタッカーの時、攻撃後、自身に「スキルダメージ+{0}%」を2回行動終了するまで付与	While equipped to an Attacker with Ice affinity, after attacking, boosts own skill damage by {0}% for 2 turns.	自身属性为冰属性且身为攻击者时，攻击后，赋予自身“技能伤害+{0}%”，2次行动结束后失效。	自身屬性為冰屬性並為攻擊者時，攻擊後，賦予自身「技能傷害+{0}%」，直到行動結束2次為止。
865	アンブロシアの花冠	Ambrosia Garland	仙灵花冠	仙靈花冠	得意属性が氷属性の時、攻撃後、自身に「魔法攻撃スキルダメージ+{0}%」を付与(上限20%)	While equipped to a character with Ice affinity, after attacking, boosts own magic attack skill damage by {0}%. (MAX 20%)	自身属性为冰属性时，攻击后，赋予自身“魔法攻击技能伤害+{0}%”（上限20%）。	自身屬性為冰屬性時，攻擊後，賦予自身「魔法攻擊技能傷害+{0}%」（上限20%）。
866	アンブロシアの花冠	Ambrosia Garland	仙灵花冠	仙靈花冠	得意属性が氷属性の時、攻撃後、自身に「魔法攻撃スキルダメージ+{0}%」を付与(上限15%)	While equipped to a character with Ice affinity, after attacking, boosts own magic attack skill damage by {0}%. (MAX 15%)	自身属性为冰属性时，攻击后，赋予自身“魔法攻击技能伤害+{0}%”（上限15%）。	自身屬性為冰屬性時，攻擊後，賦予自身「魔法攻擊技能傷害+{0}%」（上限15%）。
867	古伝の大槌	Ancient Sledgehammer	古传大锤	古傳大錘	クリティカル確率+{0}%	Boosts critical rate by {0}%.	暴击率+{0}%。	重擊率+{0}%。
868	古伝の大槌	Ancient Sledgehammer	古传大锤	古傳大錘	クリティカル確率+{0}%	Boosts critical rate by {0}%.	暴击率+{0}%。	重擊率+{0}%。
869	身軽な甲冑	Lightweight Armor	轻便甲胄	迅捷盔甲	得意属性が打属性の時、クリティカル攻撃後、自身に「受けるダメージ-{0}%」を2回攻撃を受けるまで付与	While equipped to a character with Strike affinity, after making a critical attack, reduces own damage received by {0}% for 2 attacks.	自身属性为打击属性时，暴击后，赋予自身“所受伤害-{0}%”，受到2次攻击后失效。	自身屬性為打屬性時，重擊攻擊後，賦予自身「所受傷害-{0}%」，直到受2次攻擊為止。
870	身軽な甲冑	Lightweight Armor	轻便甲胄	迅捷盔甲	得意属性が打属性の時、クリティカル攻撃後、自身に「受けるダメージ-{0}%」を2回攻撃を受けるまで付与	While equipped to a character with Strike affinity, after making a critical attack, reduces own damage received by {0}% for 2 attacks.	自身属性为打击属性时，暴击后，赋予自身“所受伤害-{0}%”，受到2次攻击后失效。	自身屬性為打屬性時，重擊攻擊後，賦予自身「所受傷害-{0}%」，直到受2次攻擊為止。
871	キュートな肩当て	Cute Shoulder Guards	可爱肩甲	可愛護肩	得意属性が打属性の時、受ける強化効果量+{0}%<br>「約束と協力」の味方全員に強化効果が付与されたとき、効果量+{1}%	While equipped to a character with Strike affinity, boosts potency of buff effects received by {0}%.<br>Boosts potency of buff effects granted to all Promise & Teamwork allies by {1}%.	自身属性为打击属性时，所受强化效果量+{0}%。<br>我方全体“约定与合作”标签角色被赋予强化效果时，效果量+{1}%。	自身屬性為打屬性時，所受強化效果量+{0}%。<br>賦予「約定與合作」的我方全體強化效果時，效果量+{1}%。
872	キュートな肩当て	Cute Shoulder Guards	可爱肩甲	可愛護肩	得意属性が打属性の時、受ける強化効果量+{0}%<br>「約束と協力」の味方全員に強化効果が付与されたとき、効果量+{1}%	While equipped to a character with Strike affinity, boosts potency of buff effects received by {0}%.<br>Boosts potency of buff effects granted to all Promise & Teamwork allies by {1}%.	自身属性为打击属性时，所受强化效果量+{0}%。<br>我方全体“约定与合作”标签角色被赋予强化效果时，效果量+{1}%。	自身屬性為打屬性時，所受強化效果量+{0}%。<br>賦予「約定與合作」的我方全體強化效果時，效果量+{1}%。
873	ブキュリエ・ド・ロア	Bouclier du Roi	王之盾	王者之劍	自身がディフェンダーの時、物攻+{0}%	While equipped to a Defender, boosts P. ATK by {0}%.	自身为防御者时，物攻+{0}%。	自身為防禦者時，物攻+{0}%。
874	ブキュリエ・ド・ロア	Bouclier du Roi	王之盾	王者之劍	自身がディフェンダーの時、物攻+{0}%	While equipped to a Defender, boosts P. ATK by {0}%.	自身为防御者时，物攻+{0}%。	自身為防禦者時，物攻+{0}%。
875	アミュール・ルミエ	Armure Lumière	光之铠	愛光鎧甲	自身がディフェンダーの時、カウンター攻撃を受けた時、自身に「受けるダメージ-{0}%」を2回攻撃を受けるまで付与	While equipped to a Defender, when hit by a counterattack, reduces own damage received by {0}% for 2 attacks.	自身为防御者时，受到还击攻击时赋予自身“所受伤害-{0}%”，受到2次攻击后失效。	自身為防禦者時，受到還擊攻擊的情況下，賦予自身「所受傷害-{0}%」，直到受2次攻擊為止。
876	アミュール・ルミエ	Armure Lumière	光之铠	愛光鎧甲	自身がディフェンダーの時、カウンター攻撃を受けた時、自身に「受けるダメージ-{0}%」を2回攻撃を受けるまで付与	While equipped to a Defender, when hit by a counterattack, reduces own damage received by {0}% for 2 attacks.	自身为防御者时，受到还击攻击时赋予自身“所受伤害-{0}%”，受到2次攻击后失效。	自身為防禦者時，受到還擊攻擊的情況下，賦予自身「所受傷害-{0}%」，直到受2次攻擊為止。
877	クロンヌ・ヴィクトリア	Couronne Victoire	胜利之冠	勝利王冠	得意属性が打属性の時、受けるHP回復量+{0}%	While equipped to a character with Strike affinity, boosts HP recovery received by {0}%.	自身属性为打击属性时，所受HP恢复量+{0}%。	自身屬性為打屬性時，所受的HP回復量+{0}%。
878	クロンヌ・ヴィクトリア	Couronne Victoire	胜利之冠	勝利王冠	得意属性が打属性の時、受けるHP回復量+{0}%	While equipped to a character with Strike affinity, boosts HP recovery received by {0}%.	自身属性为打击属性时，所受HP恢复量+{0}%。	自身屬性為打屬性時，所受的HP回復量+{0}%。
879	トリプルエレメント	Triple Element	三重元素	三重元素	自身が打属性の時、与えるマイナス効果量+{0}%<br>「冒険」の味方全員の物攻+{1}%	While equipped to a character with Strike affinity, boosts potency of negative effects inflicted by {0}%.<br>Boosts all Adventurer allies' P. ATK by {1}%.	自身为打击属性时，给与的负面效果量+{0}%，<br>“冒险”标签的我方全体物攻+{1}%。	自身為打屬性時，賦予減弱效果量+{0}%，<br>「冒險」的角色全體物攻+{1}%。
880	マギシュフリューゲル	Magische Flügel	魔法羽翼	魔翼之杖	自身がアタッカーの時、与える強化効果量+{0}%<br>「おてんば」の味方全員の魔攻+{1}%	While equipped to an Attacker, boosts potency of buff effects by {0}%. Boosts all Spirited allies' M. ATK by {1}%.	自身为攻击者时，给予的强化效果量+{0}%。<br>有“淘气”标签的我方全体魔攻+{1}%。	自身為攻擊者時，賦予的強化效果量+{0}%，<br>「淘氣」的我方全體魔攻+{1}%。
881	審判の鉄槌	Hammer of Judgment	审判铁锤	審判鐵錘	得意属性が打属性かつブレイカーの時、スキル発動後、対象に「受ける物理攻撃ダメージ+{0}%」を2回攻撃を受けるまで付与	While equipped to a Breaker with Strike affinity, after using a skill, boosts target's physical attack damage received by {0}% for 2 attacks.	自身属性为打击属性且身为破坏者时，技能发动后，赋予目标“所受物理攻击伤害+{0}%”，受到2次攻击后失效。	自身屬性為打屬性且為破壞者時，發動技能後，賦予目標「所受物理攻擊傷害+{0}%」，直到受2次攻擊為止。
882	審判の鉄槌	Hammer of Judgment	审判铁锤	審判鐵錘	得意属性が打属性かつブレイカーの時、スキル発動後、対象に「受ける物理攻撃ダメージ+{0}%」を2回攻撃を受けるまで付与	While equipped to a Breaker with Strike affinity, after using a skill, boosts target's physical attack damage received by {0}% for 2 attacks.	自身属性为打击属性且身为破坏者时，技能发动后，赋予目标“所受物理攻击伤害+{0}%”，受到2次攻击后失效。	自身屬性為打屬性且為破壞者時，發動技能後，賦予目標「所受物理攻擊傷害+{0}%」，直到受2次攻擊為止。
883	クルーガークローク	Kruger Cloak	聪慧大衣	睿智斗篷	自身が打属性の時、WEAK攻撃後、自身に「物攻+{0}%」を1回行動終了まで付与	While equipped to a character with Strike affinity, after attacking a weakness, boosts own P. ATK by {0}% for 1 turn.	自身为打击属性时，发动WEAK攻击后，赋予自身“物攻+{0}%”，1次行动结束后失效。	自身為打屬性時，WEAK攻擊後，賦予自身「物攻+{0}%」，直到行動結束1次為止。
884	クルーガークローク	Kruger Cloak	聪慧大衣	睿智斗篷	自身が打属性の時、WEAK攻撃後、自身に「物攻+{0}%」を1回行動終了まで付与	While equipped to a character with Strike affinity, after attacking a weakness, boosts own P. ATK by {0}% for 1 turn.	自身为打击属性时，发动WEAK攻击后，赋予自身“物攻+{0}%”，1次行动结束后失效。	自身為打屬性時，WEAK攻擊後，賦予自身「物攻+{0}%」，直到行動結束1次為止。
885	アルケミストベルト	Alchemist's Belt	炼金术士腰带	鍊金術師腰帶	自身がブレイカーの時、味方全員のブレイクダメージ+{0}%	While equipped to a Breaker, boosts stun damage for all allies by {0}%.	自身为破坏者时，我方全体破防伤害+{0}%。	自身為破壞者時，我方全體的破防傷害+{0}%。
886	アルケミストベルト	Alchemist's Belt	炼金术士腰带	鍊金術師腰帶	自身がブレイカーの時、味方全員のブレイクダメージ+{0}%	While equipped to a Breaker, boosts stun damage for all allies by {0}%.	自身为破坏者时，我方全体破防伤害+{0}%。	自身為破壞者時，我方全體的破防傷害+{0}%。
887	フルエンスフラマ	Fluens Flamma	流火炽翼枪	流炎魔杖	得意属性が火属性かつアタッカーの時、スキル発動後、対象に「受けるクリティカルダメージ+{0}%」を2回攻撃を受けるまで付与	While equipped to an Attacker with Fire affinity, after using a skill, boosts target's critical damage received by {0}% for 2 attacks.	自身属性为火属性且身为攻击者时，发动技能后，赋予目标“所受暴击伤害+{0}%”，受到2次攻击后失效。	自身屬性為火屬性並為攻擊者時，發動技能後，賦予目標「所受重擊傷害+{0}%」，直到受2次攻擊為止。
888	フルエンスフラマ	Fluens Flamma	流火炽翼枪	流炎魔杖	得意属性が火属性かつアタッカーの時、スキル発動後、対象に「受けるクリティカルダメージ+{0}%」を2回攻撃を受けるまで付与	While equipped to an Attacker with Fire affinity, after using a skill, boosts target's critical damage received by {0}% for 2 attacks.	自身属性为火属性且身为攻击者时，发动技能后，赋予目标“所受暴击伤害+{0}%”，受到2次攻击后失效。	自身屬性為火屬性並為攻擊者時，發動技能後，賦予目標「所受重擊傷害+{0}%」，直到受2次攻擊為止。
889	フラマエチュテラ	Flamma Etutela	炽翼上衣	流炎護衣	自身がアタッカーの時、クリティカル攻撃後、自身に「スキルダメージ+{0}%」を1回行動終了まで付与	While equipped to an Attacker, after making a critical attack, boosts own skill damage by {0}% for 1 turn.	自身为攻击者时，暴击后，赋予自身“技能伤害+{0}%”，1次行动结束后失效。	自身為攻擊者時，重擊攻擊後，賦予自身「技能傷害+{0}%」，直到行動結束1次為止。
890	フラマエチュテラ	Flamma Etutela	炽翼上衣	流炎護衣	自身がアタッカーの時、クリティカル攻撃後、自身に「スキルダメージ+{0}%」を1回行動終了まで付与	While equipped to an Attacker, after making a critical attack, boosts own skill damage by {0}% for 1 turn.	自身为攻击者时，暴击后，赋予自身“技能伤害+{0}%”，1次行动结束后失效。	自身為攻擊者時，重擊攻擊後，賦予自身「技能傷害+{0}%」，直到行動結束1次為止。
891	ヴィンクラティス	Vinculatis	桎梏腰带	火鏈皮帶	得意属性が火属性の時、バーストスキルダメージ+{0}%	While equipped to a character with Fire affinity, boosts burst skill damage by {0}%.	自身属性为火属性时，爆发技能伤害+{0}%。	自身屬性為火屬性時，爆發技能傷害+{0}%。
892	ヴィンクラティス	Vinculatis	桎梏腰带	火鏈皮帶	得意属性が火属性の時、バーストスキルダメージ+{0}%	While equipped to a character with Fire affinity, boosts burst skill damage by {0}%.	自身属性为火属性时，爆发技能伤害+{0}%。	自身屬性為火屬性時，爆發技能傷害+{0}%。
893	竜巻のとどめ	Tornado Finisher	龙卷终结	龍捲之弓	得意属性が風属性かつアタッカーの時、スキル発動後、自身に「魔攻+{0}%」を2回行動終了するまで付与	While equipped to an Attacker with Air affinity, after using a skill, boosts own M. ATK by {0}% for 2 turns.	自身属性为风属性且身为攻击者时，技能发动后，赋予自身“魔攻+{0}%”，2次行动结束后失效。	自身屬性為風屬性並為攻擊者時，發動技能後，賦予自身「魔攻+{0}%」，直到行動結束2次為止。
894	竜巻のとどめ	Tornado Finisher	龙卷终结	龍捲之弓	得意属性が風属性かつアタッカーの時、スキル発動後、自身に「魔攻+{0}%」を2回行動終了するまで付与	While equipped to an Attacker with Air affinity, after using a skill, boosts own M. ATK by {0}% for 2 turns.	自身属性为风属性且身为攻击者时，技能发动后，赋予自身“魔攻+{0}%”，2次行动结束后失效。	自身屬性為風屬性並為攻擊者時，發動技能後，賦予自身「魔攻+{0}%」，直到行動結束2次為止。
895	ウィンドシェイド	Wind Shade	风影	阻風套裝	自身がアタッカーの時、単体攻撃のスキルダメージ+{0}%	While equipped to an Attacker, boosts single-target attack skill damage by {0}%.	自身为攻击者时，单体攻击的技能伤害+{0}%。	自身為攻擊者時，單體攻擊的技能傷害+{0}%。
896	ウィンドシェイド	Wind Shade	风影	阻風套裝	自身がアタッカーの時、単体攻撃のスキルダメージ+{0}%	While equipped to an Attacker, boosts single-target attack skill damage by {0}%.	自身为攻击者时，单体攻击的技能伤害+{0}%。	自身為攻擊者時，單體攻擊的技能傷害+{0}%。
897	リンクプロテクター	Link Protector	绑带护膝	吊帶膝甲	得意属性が風属性の時、HP回復を受けた時、自身に「スキルダメージ+{0}%」を1回行動終了するまで付与(重複不可)	While equipped to a character with Air affinity, boosts own skill damage by {0}% for 1 turn when receiving HP recovery. (Cannot be stacked)	自身属性为风属性时，受到HP恢复时，赋予自身“技能伤害+{0}%”，1次行动结束后失效（不可叠加）。	自身屬性為風屬性並受到HP回復時，賦予自身「技能傷害+{0}%」，直到行動結束1次為止（不可重複）。
898	リンクプロテクター	Link Protector	绑带护膝	吊帶膝甲	得意属性が風属性の時、HP回復を受けた時、自身に「スキルダメージ+{0}%」を1回行動終了するまで付与(重複不可)	While equipped to a character with Air affinity, boosts own skill damage by {0}% for 1 turn when receiving HP recovery. (Cannot be stacked)	自身属性为风属性时，受到HP恢复时，赋予自身“技能伤害+{0}%”，1次行动结束后失效（不可叠加）。	自身屬性為風屬性並受到HP回復時，賦予自身「技能傷害+{0}%」，直到行動結束1次為止（不可重複）。
899	ヴィス・ナトゥラエ	Vis Naturae	自然之力	自然回力鏢	得意属性が突属性かつディフェンダーの時、攻撃を受けた時、自身に「物防+{0}%」を1回攻撃を受けるまで付与(重複不可)	While equipped to a Defender with Stab affinity, when hit by an attack, boosts own P. DEF by {0}% for 1 attack. (Cannot be stacked)	自身属性为突刺属性且身为防御者时，受到攻击时，赋予自身“物防+{0}%”，受到1次攻击后失效（不可叠加）。	自身屬性為突屬性且為防禦者時，受到攻擊時，賦予自身「物防+{0}%」，直到受1次攻擊為止（不可重複）。
900	ヴィス・ナトゥラエ	Vis Naturae	自然之力	自然回力鏢	得意属性が突属性かつディフェンダーの時、攻撃を受けた時、自身に「物防+{0}%」を1回攻撃を受けるまで付与(重複不可)	While equipped to a Defender with Stab affinity, when hit by an attack, boosts own P. DEF by {0}% for 1 attack. (Cannot be stacked)	自身属性为突刺属性且身为防御者时，受到攻击时，赋予自身“物防+{0}%”，受到1次攻击后失效（不可叠加）。	自身屬性為突屬性且為防禦者時，受到攻擊時，賦予自身「物防+{0}%」，直到受1次攻擊為止（不可重複）。
901	プエラヴィヴァクス	Puella Vivax	跃动少女	活力少女服	自分がディフェンダーの時、スキル発動後、自身に「受けるダメージ-{0}%」を2回攻撃を受けるまで付与	While equipped to a Defender, after using a skill, reduces own damage received by {0}% for 2 attacks.	自身为防御者时，发动技能后，赋予自身“所受伤害-{0}%”，受到2次攻击后失效。	自身為防禦者時，發動技能後，賦予自身「所受傷害-{0}%」，直到受2次攻擊為止。
902	プエラヴィヴァクス	Puella Vivax	跃动少女	活力少女服	自分がディフェンダーの時、スキル発動後、自身に「受けるダメージ-{0}%」を2回攻撃を受けるまで付与	While equipped to a Defender, after using a skill, reduces own damage received by {0}% for 2 attacks.	自身为防御者时，发动技能后，赋予自身“所受伤害-{0}%”，受到2次攻击后失效。	自身為防禦者時，發動技能後，賦予自身「所受傷害-{0}%」，直到受2次攻擊為止。
903	ヴィヴァクスの願い	Vivax's Wish	少女的祈愿	朝氣心願髮帶	得意属性が突属性の時、受けるHP回復量+{0}%	While equipped to a character with Stab affinity, boosts HP recovery received by {0}%.	自身属性为突刺属性时，所受HP恢复量+{0}%。	自身屬性為突屬性時，所受的HP回復量+{0}%。
904	ヴィヴァクスの願い	Vivax's Wish	少女的祈愿	朝氣心願髮帶	得意属性が突属性の時、受けるHP回復量+{0}%	While equipped to a character with Stab affinity, boosts HP recovery received by {0}%.	自身属性为突刺属性时，所受HP恢复量+{0}%。	自身屬性為突屬性時，所受的HP回復量+{0}%。
905	クラーレン	Klauen	金叶爪杖	金葉爪杖	得意属性が突属性かつアタッカーの時、スキル発動後、自身に「物攻+{0}%」を1回行動終了するまで付与	While equipped to an Attacker with Stab affinity, after using a skill, boosts own P. ATK by {0}% for 1 turn.	自身属性为突刺属性且身为攻击者时，技能发动后，赋予自身“物攻+{0}%”，1次行动结束后失效。	自身屬性為突屬性且為攻擊者時，發動技能後，賦予自身「物攻+{0}%」，直到行動結束1次為止。
906	クラーレン	Klauen	金叶爪杖	金葉爪杖	得意属性が突属性かつアタッカーの時、スキル発動後、自身に「物攻+{0}%」を1回行動終了するまで付与	While equipped to an Attacker with Stab affinity, after using a skill, boosts own P. ATK by {0}% for 1 turn.	自身属性为突刺属性且身为攻击者时，技能发动后，赋予自身“物攻+{0}%”，1次行动结束后失效。	自身屬性為突屬性且為攻擊者時，發動技能後，賦予自身「物攻+{0}%」，直到行動結束1次為止。
907	ナチュナリシュツ	Natüranisch	自然守护者	防護斗篷	自身がアタッカーの時、対象が状態異常時、スキルダメージ+{0}%	While equipped to an Attacker, boosts skill damage by {0}% when target has status effects.	自身为攻击者时，目标陷入异常状态时，技能伤害+{0}%。	自身為攻擊者時，目標為異常狀態時，技能傷害+{0}%。
908	ナチュナリシュツ	Natüranisch	自然守护者	防護斗篷	自身がアタッカーの時、対象が状態異常時、スキルダメージ+{0}%	While equipped to an Attacker, boosts skill damage by {0}% when target has status effects.	自身为攻击者时，目标陷入异常状态时，技能伤害+{0}%。	自身為攻擊者時，目標為異常狀態時，技能傷害+{0}%。
909	獣の護符	Talisman of Ancient Beasts	野兽护符	獸之護符	得意属性が突属性の時、受ける強化効果量+{0}%	While equipped to a character with Stab affinity, boosts potency of buff effects received by {0}%.	自身属性为突刺属性时，所受强化效果量+{0}%。	自身屬性為突屬性時，所受強化效果量+{0}%。
910	獣の護符	Talisman of Ancient Beasts	野兽护符	獸之護符	得意属性が突属性の時、受ける強化効果量+{0}%	While equipped to a character with Stab affinity, boosts potency of buff effects received by {0}%.	自身属性为突刺属性时，所受强化效果量+{0}%。	自身屬性為突屬性時，所受強化效果量+{0}%。
911	叫びのハサミ	Screaming Scissors	尖叫剪刀	悲鳴剪刀	得意属性が斬属性かつサポーターの時、スキル発動後、物攻が最も高い味方1人に「バーストスキルダメージ+{0}%」を1回行動終了するまで付与(重複不可)	While equipped to a Supporter with Slash affinity, after using a skill, boosts the burst skill damage of the ally with the highest P. ATK by {0}% for 1 turn. (Cannot be stacked)	自身属性为斩击属性且身为支援者时，技能发动后，赋予物攻最高的1名我方“爆发技能伤害+{0}%”，1次行动结束后失效（不可叠加）。	自身屬性為斬屬性並為支援者時，發動技能後，賦予我方物攻最高的1人「爆發技能傷害+{0}%」，直到行動結束1次為止（不可重複）。
912	叫びのハサミ	Screaming Scissors	尖叫剪刀	悲鳴剪刀	得意属性が斬属性かつサポーターの時、スキル発動後、物攻が最も高い味方1人に「バーストスキルダメージ+{0}%」を1回行動終了するまで付与(重複不可)	While equipped to a Supporter with Slash affinity, after using a skill, boosts the burst skill damage of the ally with the highest P. ATK by {0}% for 1 turn. (Cannot be stacked)	自身属性为斩击属性且身为支援者时，技能发动后，赋予物攻最高的1名我方“爆发技能伤害+{0}%”，1次行动结束后失效（不可叠加）。	自身屬性為斬屬性並為支援者時，發動技能後，賦予我方物攻最高的1人「爆發技能傷害+{0}%」，直到行動結束1次為止（不可重複）。
913	サイレンススタイル	Silence Style	静谧风情	沉默風情	自身がサポーターの時、味方全員の物理攻撃スキルダメージ+{0}%	While equipped to a Supporter, boosts all allies' physical attack skill damage by {0}%.	自身为支援者时，我方全体的物理攻击技能伤害+{0}%。	自身為支援者時，我方全體的物理攻擊技能傷害+{0}%。
914	サイレンススタイル	Silence Style	静谧风情	沉默風情	自身がサポーターの時、味方全員の物理攻撃スキルダメージ+{0}%	While equipped to a Supporter, boosts all allies' physical attack skill damage by {0}%.	自身为支援者时，我方全体的物理攻击技能伤害+{0}%。	自身為支援者時，我方全體的物理攻擊技能傷害+{0}%。
915	紫宝石の首飾り	Lilac Jewel Necklace	紫宝石项链	紫寶石項鍊	自身が斬属性の時、与えるHP回復量+{0}%	While equipped to a character with Slash affinity, boosts HP recovery given by {0}%.	自身属性为斩击属性时，给予的HP恢复量+{0}%。	自身屬性為斬屬性時，賦予的HP回復量+{0}%。
916	紫宝石の首飾り	Lilac Jewel Necklace	紫宝石项链	紫寶石項鍊	自身が斬属性の時、与えるHP回復量+{0}%	While equipped to a character with Slash affinity, boosts HP recovery given by {0}%.	自身属性为斩击属性时，给予的HP恢复量+{0}%。	自身屬性為斬屬性時，賦予的HP回復量+{0}%。
917	石割りアックス	Rock Splitter	劈石之斧	劈石之斧	得意属性が突属性の時、攻撃後、対象に「突属性耐性-{0}%」を2回攻撃を受けるまで付与	While equipped to a character with Stab affinity, after attacking, reduces target's Stab resistance by {0}% for 2 attacks.	自身属性为突刺属性时，攻击后，赋予目标“突刺属性耐性-{0}%”，受到2次攻击后失效。	自身屬性為突屬性時，攻擊後，賦予目標「突屬性耐性-{0}%」，直到受2次攻擊為止。
918	石割りアックス	Rock Splitter	劈石之斧	劈石之斧	得意属性が突属性の時、攻撃後、対象に「突属性耐性-{0}%」を2回攻撃を受けるまで付与	While equipped to a character with Stab affinity, after attacking, reduces target's Stab resistance by {0}% for 2 attacks.	自身属性为突刺属性时，攻击后，赋予目标“突刺属性耐性-{0}%”，受到2次攻击后失效。	自身屬性為突屬性時，攻擊後，賦予目標「突屬性耐性-{0}%」，直到受2次攻擊為止。
919	鱗のプレート	Scale Plate	龙鳞胸铠	龍鱗胸鎧	得意属性が突属性の時、攻撃対象がブレイク時、対象に「ダメージ-{0}%」を付与(上限12%)	While equipped to a character with Stab affinity, when attack target is stunned, reduces target's damage by {0}%. (MAX 12%)	自身属性为突刺属性时，攻击目标破防时，赋予目标“伤害-{0}%”（上限12%）。	自身屬性為突屬性時，攻擊目標破防時，賦予目標「傷害-{0}%」（上限12%）。
920	鱗のプレート	Scale Plate	龙鳞胸铠	龍鱗胸鎧	得意属性が突属性の時、攻撃対象がブレイク時、対象に「ダメージ-{0}%」を付与(上限9%)	While equipped to a character with Stab affinity, when attack target is stunned, reduces target's damage by {0}%. (MAX 9%)	自身属性为突刺属性时，攻击目标破防时，赋予目标“伤害-{0}%”（上限9%）。	自身屬性為突屬性時，攻擊目標破防時，賦予目標「傷害-{0}%」（上限9%）。
921	メルクリウスの瞳	Mercurius Eye	守护神之瞳	守護神之瞳	得意属性が突属性かつブレイカーの時、WEAK攻撃時、ブレイクダメージ+{0}%	While equipped to a Breaker with Stab affinity, boosts stun damage by {0}% when attacking a weakness.	自身属性为突刺属性且身为破坏者时，发动WEAK攻击时，破防伤害+{0}%。	自身屬性為突屬性並為破壞者時，WEAK攻擊時，破防傷害+{0}%。
922	メルクリウスの瞳	Mercurius Eye	守护神之瞳	守護神之瞳	得意属性が突属性かつブレイカーの時、WEAK攻撃時、ブレイクダメージ+{0}%	While equipped to a Breaker with Stab affinity, boosts stun damage by {0}% when attacking a weakness.	自身属性为突刺属性且身为破坏者时，发动WEAK攻击时，破防伤害+{0}%。	自身屬性為突屬性並為破壞者時，WEAK攻擊時，破防傷害+{0}%。
923	ノブレスランス	Noblesse Lance	王者十字枪	貴族長槍	得意属性が突属性の時、攻撃後、対象に「受ける物理攻撃ダメージ+{0}%」を2回攻撃を受けるまで付与	While equipped to a character with Stab affinity, after attacking, boosts target's physical attack damage received by {0}% for 2 attacks.	自身属性为突刺属性时，攻击后，赋予目标“所受物理攻击伤害+{0}%”，受到2次攻击后失效。	自身屬性為突屬性時，攻擊後，賦予目標「所受物理攻擊傷害+{0}%」，直到受2次攻擊為止。
924	ノブレスランス	Noblesse Lance	王者十字枪	貴族長槍	得意属性が突属性の時、攻撃後、対象に「受ける物理攻撃ダメージ+{0}%」を2回攻撃を受けるまで付与	While equipped to a character with Stab affinity, after attacking, boosts target's physical attack damage received by {0}% for 2 attacks.	自身属性为突刺属性时，攻击后，赋予目标“所受物理攻击伤害+{0}%”，受到2次攻击后失效。	自身屬性為突屬性時，攻擊後，賦予目標「所受物理攻擊傷害+{0}%」，直到受2次攻擊為止。
925	エミナンスコート	Eminence Coat	高贵大衣	顯赫外套	得意属性が突属性かつサポーターの時、与えるマイナス効果量+{0}%	While equipped to a Supporter with Stab affinity, boosts potency of inflicted negative effects by {0}%.	自身属性为突刺属性且身为支援者时，给予的负面效果量+{0}%。	自身屬性為突屬性並為支援者時，賦予減弱效果量+{0}%。
926	エミナンスコート	Eminence Coat	高贵大衣	顯赫外套	得意属性が突属性かつサポーターの時、与えるマイナス効果量+{0}%	While equipped to a Supporter with Stab affinity, boosts potency of inflicted negative effects by {0}%.	自身属性为突刺属性且身为支援者时，给予的负面效果量+{0}%。	自身屬性為突屬性並為支援者時，賦予減弱效果量+{0}%。
